category,k_rounds_to_R50,weight_12_rounds
sg_ott,8.712153855799778,0.5793699720244103
sg_app,29.64640868625757,0.2881400912717774
sg_arg,39.225920460951585,0.23425640558567107
sg_putt,47.620206624285565,0.20127404246720518
sg_total_calc,23.301631762093418,0.3399276294328551
